onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,growth_rank,openings_rank,labor_market_score,valid_routes,good_transitions,transition_score,target_label
11-9199.02,Compliance Managers,0.54,4,1333.7,4.5,106.7,86.24052004333694,True,0.6923076923076923,0.9420368364030336,0.8171722643553629,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
11-9199.08,Loss Prevention Managers,0.3679245283018867,4,1333.7,4.5,106.7,59.26327193932828,False,0.6923076923076923,0.9420368364030336,0.8171722643553629,5,0,0.0,Nicht hoch GPT-exponiert
11-9199.09,Wind Energy Operations Managers,0.40625,3,1333.7,4.5,106.7,65.7638136511376,False,0.6923076923076923,0.9420368364030336,0.8171722643553629,5,2,0.4,Nicht hoch GPT-exponiert
11-9199.10,Wind Energy Development Managers,0.5333333333333333,4,1333.7,4.5,106.7,85.15709642470206,True,0.6923076923076923,0.9420368364030336,0.8171722643553629,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.4069767441860465,4,1333.7,4.5,106.7,66.03466955579633,False,0.6923076923076923,0.9420368364030336,0.8171722643553629,5,0,0.0,Nicht hoch GPT-exponiert
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.3695652173913043,4,21.4,8.7,2.2,59.859154929577464,False,0.8965330444203684,0.2833152762730228,0.5899241603466956,5,0,0.0,Nicht hoch GPT-exponiert
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.25,4,522.2,5.8,52.2,43.12026002166847,False,0.7833152762730228,0.886240520043337,0.8347778981581799,5,0,0.0,Nicht hoch GPT-exponiert
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.4,3,522.2,5.8,52.2,64.68039003250271,False,0.7833152762730228,0.886240520043337,0.8347778981581799,5,1,0.2,Nicht hoch GPT-exponiert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.3684210526315789,4,522.2,5.8,52.2,59.479956663055255,False,0.7833152762730228,0.886240520043337,0.8347778981581799,5,1,0.2,Nicht hoch GPT-exponiert
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.49,4,356.1,-5.1,21.1,78.1148429035753,False,0.11917659804983749,0.7605633802816901,0.4398699891657638,5,0,0.0,Nicht hoch GPT-exponiert
13-1032.00,"Insurance Appraisers, Auto Damage",0.5,3,9.2,-8.2,0.5,79.68580715059588,True,0.07475622968580715,0.06988082340195016,0.07231852654387866,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-1041.00,Compliance Officers,0.6136363636363636,4,418.0,3.0,33.3,93.06608884073673,True,0.5032502708559047,0.838569880823402,0.6709100758396533,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-1041.01,Environmental Compliance Inspectors,0.4878048780487805,4,418.0,3.0,33.3,77.68147345612134,False,0.5032502708559047,0.838569880823402,0.6709100758396533,5,1,0.2,Nicht hoch GPT-exponiert
13-1041.03,Equal Opportunity Representatives and Officers,0.5,4,418.0,3.0,33.3,79.68580715059588,True,0.5032502708559047,0.838569880823402,0.6709100758396533,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-1041.04,Government Property Inspectors and Investigators,0.3529411764705882,3,418.0,3.0,33.3,56.608884073672805,False,0.5032502708559047,0.838569880823402,0.6709100758396533,5,0,0.0,Nicht hoch GPT-exponiert
13-1041.06,Coroners,0.4594594594594595,3,418.0,3.0,33.3,73.13109425785483,False,0.5032502708559047,0.838569880823402,0.6709100758396533,5,1,0.2,Nicht hoch GPT-exponiert
13-1041.07,Regulatory Affairs Specialists,0.6696428571428571,4,418.0,3.0,33.3,96.42470205850488,True,0.5032502708559047,0.838569880823402,0.6709100758396533,5,4,0.8,Hoch GPT-exponiert mit guten Wechseloptionen
13-1041.08,Customs Brokers,0.6022727272727273,3,418.0,3.0,33.3,92.63271939328277,True,0.5032502708559047,0.838569880823402,0.6709100758396533,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-1051.00,Cost Estimators,0.4807692307692308,4,221.4,-4.2,16.9,76.81473456121344,False,0.13867822318526543,0.7226435536294691,0.43066088840736727,5,2,0.4,Nicht hoch GPT-exponiert
13-1071.00,Human Resources Specialists,0.5888888888888889,4,944.3,6.2,81.8,90.84507042253522,True,0.8104008667388949,0.9284940411700975,0.8694474539544962,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-1074.00,Farm Labor Contractors,0.0,2,3.9,6.0,0.3,3.1960996749729147,False,0.795774647887324,0.03791982665222102,0.4168472372697725,5,0,0.0,Nicht hoch GPT-exponiert
13-1075.00,Labor Relations Specialists,0.4433962264150943,4,65.4,-0.1,5.1,70.96424702058505,False,0.2611050920910076,0.46803900325027087,0.3645720476706392,5,0,0.0,Nicht hoch GPT-exponiert
13-1081.00,Logisticians,0.4545454545454546,4,241.0,16.7,26.4,72.69772481040087,False,0.971830985915493,0.800650054171181,0.886240520043337,5,0,0.0,Nicht hoch GPT-exponiert
13-1081.01,Logistics Engineers,0.6842105263157894,4,241.0,16.7,26.4,97.50812567713976,True,0.971830985915493,0.800650054171181,0.886240520043337,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-1081.02,Logistics Analysts,0.6509433962264151,4,241.0,16.7,26.4,95.77464788732394,True,0.971830985915493,0.800650054171181,0.886240520043337,5,4,0.8,Hoch GPT-exponiert mit guten Wechseloptionen
13-1082.00,Project Management Specialists,0.4,4,1046.3,5.6,78.2,64.68039003250271,False,0.7697724810400867,0.9263271939328277,0.8480498374864571,5,0,0.0,Nicht hoch GPT-exponiert
13-1111.00,Management Analysts,0.5,4,1075.1,8.8,98.1,79.68580715059588,True,0.9019501625135428,0.9360780065005417,0.9190140845070423,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-1121.00,"Meeting, Convention, and Event Planners",0.3648648648648649,4,155.8,4.8,15.5,58.613217768147344,False,0.7150595882990249,0.7128927410617552,0.71397616468039,5,0,0.0,Nicht hoch GPT-exponiert
13-1131.00,Fundraisers,0.4903846153846154,4,134.4,4.3,10.2,78.33152762730228,False,0.6619718309859155,0.6164680390032503,0.6392199349945829,5,1,0.2,Nicht hoch GPT-exponiert
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.4736842105263157,4,107.0,5.3,8.5,75.2979414951246,False,0.7535211267605634,0.570964247020585,0.6622426868905742,5,0,0.0,Nicht hoch GPT-exponiert
13-1151.00,Training and Development Specialists,0.5921052631578947,4,452.3,10.8,43.9,91.4409534127844,True,0.9230769230769231,0.8656554712892741,0.8943661971830986,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-1161.00,Market Research Analysts and Marketing Specialists,0.576923076923077,4,941.7,6.7,87.2,89.65330444203684,True,0.8374864572047671,0.9333694474539544,0.8854279523293608,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-1161.01,Search Marketing Strategists,0.5081967213114754,4,941.7,6.7,87.2,80.931744312026,True,0.8374864572047671,0.9333694474539544,0.8854279523293608,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-1199.04,Business Continuity Planners,0.5,4,1205.7,3.0,108.2,79.68580715059588,True,0.5032502708559047,0.948537378114843,0.7258938244853739,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-1199.05,Sustainability Specialists,0.6785714285714285,4,1205.7,3.0,108.2,97.1830985915493,True,0.5032502708559047,0.948537378114843,0.7258938244853739,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-1199.06,Online Merchants,0.5603448275862069,4,1205.7,3.0,108.2,87.54062838569881,True,0.5032502708559047,0.948537378114843,0.7258938244853739,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-1199.07,Security Management Specialists,0.4130434782608695,4,1205.7,3.0,108.2,66.79306608884073,False,0.5032502708559047,0.948537378114843,0.7258938244853739,5,1,0.2,Nicht hoch GPT-exponiert
13-2011.00,Accountants and Auditors,0.52,4,1579.8,4.6,124.2,82.82773564463706,True,0.7053087757313109,0.9566630552546046,0.8309859154929577,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-2022.00,Appraisers of Personal and Business Property,0.5714285714285714,4,77.3,3.8,6.3,88.67822318526544,True,0.6115926327193932,0.5124593716143012,0.5620260021668473,5,4,0.8,Hoch GPT-exponiert mit guten Wechseloptionen
13-2023.00,Appraisers and Assessors of Real Estate,0.4642857142857142,4,77.3,3.8,6.3,73.67280606717227,False,0.6115926327193932,0.5124593716143012,0.5620260021668473,5,1,0.2,Nicht hoch GPT-exponiert
13-2031.00,Budget Analysts,0.64,4,50.4,1.0,3.1,95.07042253521126,True,0.3120260021668472,0.35969664138678226,0.3358613217768147,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-2041.00,Credit Analysts,0.5555555555555556,4,67.8,-4.4,3.7,87.21560130010835,True,0.13542795232936078,0.3873239436619718,0.2613759479956663,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2051.00,Financial and Investment Analysts,0.5,4,368.5,5.7,25.1,79.68580715059588,True,0.7751895991332611,0.7941495124593716,0.7846695557963164,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2052.00,Personal Financial Advisors,0.6710526315789473,4,326.0,9.6,24.1,96.53304442036837,True,0.9160346695557963,0.7865655471289275,0.8513001083423619,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
13-2053.00,Insurance Underwriters,0.5,4,127.0,-2.6,8.2,79.68580715059588,True,0.17388949079089924,0.562296858071506,0.3680931744312026,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2054.00,Financial Risk Specialists,0.5833333333333334,4,60.5,6.5,4.8,90.30335861321777,True,0.8293607800650055,0.45449620801733476,0.6419284940411701,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-2061.00,Financial Examiners,0.5757575757575758,4,65.1,18.5,5.7,89.43661971830986,True,0.9815817984832069,0.5,0.7407908992416035,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2071.00,Credit Counselors,0.6931818181818182,4,31.8,3.3,2.2,97.83315276273022,True,0.5444203683640303,0.2833152762730228,0.41386782231852653,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2072.00,Loan Officers,0.6477272727272727,4,301.4,1.7,20.3,95.34127843987,True,0.37378114842903576,0.7535211267605634,0.5636511375947996,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.6774193548387096,3,57.6,-1.8,4.3,96.91224268689056,True,0.19609967497291442,0.43391115926327195,0.31500541711809316,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-2082.00,Tax Preparers,0.625,3,90.6,4.5,10.4,93.98699891657638,True,0.6923076923076923,0.6208017334777898,0.656554712892741,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
13-2099.01,Financial Quantitative Analysts,0.6621621621621622,5,137.1,3.1,10.3,96.0996749729144,True,0.5216684723726978,0.6191765980498375,0.5704225352112676,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.5227272727272727,4,137.1,3.1,10.3,83.42361863488624,True,0.5216684723726978,0.6191765980498375,0.5704225352112676,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1211.00,Computer Systems Analysts,0.4705882352941176,4,521.1,8.7,34.2,74.59371614301192,False,0.8965330444203684,0.8445287107258939,0.8705308775731311,5,0,0.0,Nicht hoch GPT-exponiert
15-1211.01,Health Informatics Specialists,0.6363636363636364,5,521.1,8.7,34.2,94.8537378114843,True,0.8965330444203684,0.8445287107258939,0.8705308775731311,5,4,0.8,Hoch GPT-exponiert mit guten Wechseloptionen
15-1212.00,Information Security Analysts,0.5434782608695652,4,182.8,28.5,16.0,86.45720476706393,True,0.9934994582881906,0.7183098591549296,0.8559046587215602,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1221.00,Computer and Information Research Scientists,0.5,5,40.3,19.7,3.2,79.68580715059588,True,0.9837486457204767,0.36836403033586135,0.676056338028169,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1231.00,Computer Network Support Specialists,0.5384615384615385,4,152.7,1.8,9.6,86.07800650054172,True,0.3851570964247021,0.6056338028169014,0.49539544962080173,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1232.00,Computer User Support Specialists,0.6666666666666666,3,729.5,-3.7,40.8,96.31635969664138,True,0.14680390032502708,0.8580715059588299,0.5024377031419285,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1241.00,Computer Network Architects,0.5546875,4,179.2,11.9,11.2,87.10725893824485,True,0.942578548212351,0.633261105092091,0.7879198266522209,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1241.01,Telecommunications Engineering Specialists,0.5319148936170213,3,179.2,11.9,11.2,85.04875406283857,True,0.942578548212351,0.633261105092091,0.7879198266522209,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1242.00,Database Administrators,0.5967741935483871,4,78.0,-0.7,3.8,91.87432286023835,True,0.23835319609967498,0.3916576381365114,0.31500541711809316,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1243.00,Database Architects,0.5975609756097561,4,66.9,8.7,4.0,91.98266522210184,True,0.8965330444203684,0.4122426868905742,0.6543878656554714,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1243.01,Data Warehousing Specialists,0.6944444444444444,4,66.9,8.7,4.0,97.94149512459371,True,0.8965330444203684,0.4122426868905742,0.6543878656554714,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1244.00,Network and Computer Systems Administrators,0.5135135135135136,4,331.5,-4.2,14.3,81.58179848320694,True,0.13867822318526543,0.6912242686890574,0.41495124593716143,5,0,0.0,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1251.00,Computer Programmers,0.6833333333333333,4,121.2,-6.0,5.5,97.34561213434453,True,0.10184182015167931,0.48808234019501623,0.2949620801733478,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1252.00,Software Developers,0.4473684210526315,4,1693.8,15.8,115.2,71.66847237269772,False,0.9674972914409534,0.9534127843986999,0.9604550379198267,5,0,0.0,Nicht hoch GPT-exponiert
15-1253.00,Software Quality Assurance Analysts and Testers,0.6140350877192982,4,201.7,10.0,14.0,93.17443120260022,True,0.919284940411701,0.6836403033586133,0.801462621885157,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
15-1254.00,Web Developers,0.6346153846153847,3,86.0,7.5,5.4,94.69122426868906,True,0.8580715059588299,0.4799566630552546,0.6690140845070423,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1255.00,Web and Digital Interface Designers,0.6833333333333333,4,128.9,7.0,9.1,97.34561213434453,True,0.8450704225352113,0.5872156013001083,0.7161430119176597,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1255.01,Video Game Designers,0.5833333333333333,4,128.9,7.0,9.1,90.14084507042254,True,0.8450704225352113,0.5872156013001083,0.7161430119176597,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1299.01,Web Administrators,0.6739130434782609,4,472.0,8.2,31.3,96.6955579631636,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1299.02,Geographic Information Systems Technologists and Technicians,0.6018518518518519,3,472.0,8.2,31.3,92.52437703141928,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,2,0.4,Hoch GPT-exponiert mit guten Wechseloptionen
15-1299.03,Document Management Specialists,0.6777777777777778,4,472.0,8.2,31.3,97.0747562296858,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,3,0.6,Hoch GPT-exponiert mit guten Wechseloptionen
15-1299.04,Penetration Testers,0.5909090909090909,4,472.0,8.2,31.3,91.27843986998917,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1299.05,Information Security Engineers,0.625,4,472.0,8.2,31.3,93.98699891657638,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
15-1299.06,Digital Forensics Analysts,0.65,4,472.0,8.2,31.3,95.55796316359697,True,0.8764897074756229,0.8266522210184182,0.8515709642470206,5,1,0.2,Hoch GPT-exponiert mit begrenzten Wechseloptionen
